4.806220708196766792e-03,-3.517311418968065151e-02,-6.899211809854632893e-02
-1.236627089282680697e-01,-2.871909576521766150e-01,9.902981799405616292e-02
-3.828048385986132507e-01,-2.443047411236365374e-01,1.249965391064323667e-01
4.280031167726472581e-03,-2.374903684648355939e-01,7.724102297122456551e-02
3.304218384341294640e-02,-6.062463068873321682e-03,-8.289709543583075047e-02
1.331809701902312015e-01,2.210220724755712074e-01,1.289734665837425909e-01
1.698989410999076355e-01,1.618335707261273348e-01,-5.420093344453871809e-02
-1.106220289897981435e-01,2.233995298016085707e-01,1.436332116295589711e-01
4.024569973771948903e-03,6.342243468676374285e-02,4.309249556604446280e-02
-3.923128247238739236e-02,2.110191714512306971e-01,-7.789962159017510546e-02
1.413284896997558104e-01,-3.826154839131928193e-02,-1.530752547670060082e-01
5.290388561296833353e-02,-4.021357995279184472e-01,-1.982211107799932426e-01
-2.208333771396510381e-02,1.626135746013837036e-01,-1.340471065501847581e-01
6.789234900650470417e-02,-9.500609641184033782e-02,-2.715481113161987703e-01
1.406899263603863526e-01,1.460121908889897013e-01,-2.296234074873654274e-01
8.883522508826847963e-02,1.338493993549668137e-01,-3.062180631634727757e-01
1.154182369281470666e-01,-1.455693590565193263e-01,-3.470539897710122057e-01
9.379522333399233081e-03,1.380616823619248978e-01,-9.898558093101909872e-03
-1.557246979465019276e-01,-3.910913180898584890e-02,-3.836543614095646593e-01
4.963932732887749513e-03,-1.968512262506765323e-02,-6.081263145707686141e-02
-1.692890477233132546e-02,-1.118438267573541450e-01,-4.417313808878441106e-02
1.863408704272260241e-01,2.039307047507664394e-02,-8.921598008616374309e-02
1.354539812263861331e-01,2.158317312004204014e-01,-3.648619294579442673e-01
1.102676928292471298e-01,-5.211299760603777322e-06,1.374619518453734923e-01
2.322186906759406977e-01,-4.271888783850023852e-02,1.805572326553489190e-02
-1.824465750592935143e-01,-1.002072547856202867e-01,-3.485284508015275007e-01
-3.709382562160888352e-01,2.013129555838664153e-01,2.848125752405449296e-01
-1.669933272691852544e-01,3.857081173060207813e-01,2.421714302346589798e-01
3.531011272460763961e-01,-3.239759838244266055e-01,-1.000920617258822254e-01
-6.397665820162215522e-02,-7.471486034093703654e-02,-1.378216107865340989e-01
-5.663684442529074575e-02,3.659636213520820565e-04,8.894962682642469642e-02
-8.381359733925454469e-02,2.770990038144413026e-01,-2.748433824012557758e-01
2.080612883636271671e-01,9.576354961356262074e-02,3.466722606397533157e-01
5.640016632282875142e-02,-2.778753813057285860e-01,-3.012498061716346598e-01
1.857777224505265112e-01,1.864722324512577134e-01,-1.199187753533222517e-01
-3.055652826907223618e-01,-1.397300116920788537e-01,-2.079323234270935294e-01
-2.872414966723996765e-01,-2.403576679416047357e-01,3.122139821273915983e-01
5.942974504625118254e-02,-4.162878691288171562e-02,1.110367129275611625e-01
-3.961088280946133411e-01,1.706334394266560139e-01,1.045866728040140553e-01
2.402144767898781869e-02,-1.288523676820895469e-01,8.395067028696366618e-02
-6.631946897774203264e-02,1.035014634014267687e-01,3.789167186007647709e-02
-2.253066894252536145e-01,1.451845072148138238e-01,-2.213494768899868514e-01
1.043412263035553428e-01,-2.884753971202131950e-01,2.584722560933176427e-01
-1.640956814841270928e-01,3.604260745543464428e-01,-7.058262661241385127e-02
-8.607165772453264502e-03,-7.111747837346797663e-02,-1.661842409874725313e-01
-2.458068639450660675e-01,4.272572157603837240e-01,-2.003611464011030574e-01
7.670623738603739306e-02,2.451811822213112169e-01,-4.157517217525406039e-01
2.685742028718339225e-01,-3.408510446437700292e-01,3.578141960552106426e-01
-1.216154181684712815e-01,1.034051213060233482e-01,8.154072593450668871e-02
-2.869242081177207915e-01,1.531485138289656878e-01,3.626271655617208794e-02
